0,0,0,0,0
0.02,7,0,60.255,0
0.04,7,0,0,0
0.06,7,0,0,0
0.08,7,0,0,0
0.1,7,0,0,0
0.12,7,0,0,0
0.14,7,0,0,0
0.16,7,0,0,0
0.18,7,0,0,0
0.2,7,0,0,0
0.22,7,0,0,0
0.24,7,0,0,0
0.26,7,0,0,0
0.28,7,0,0,0
0.3,7,0,0,0
0.32,7,0,0,0
0.34,7,0,0,0
0.36,7,0,0,0
0.38,7,0,0,0
0.4,7,0,0,0
0.42,7,0,0,0
0.44,7,0,0,0
0.46,7,0,0,0
0.48,7,0,0,0
0.5,7,0,0,0
0.52,7,0,0,0
0.54,7,0,0,0
0.56,7,0,0,0
0.58,7,0,0,0
0.6,7,0,0,0
0.62,7,0,0,0
0.64,7,0,0,0
0.66,7,0,0,0
0.68,7,0,0,0
0.7,7,0,0,0
0.72,7,0,0,0
0.74,7,0,0,0
0.76,7,0,0,0
0.78,7,0,0,0
0.8,7,0,0,0
0.82,7,0,0,0
0.84,7,0,0,0
0.86,7,0,0,0
0.88,7,0,0,0
0.9,7,0,0,0
0.92,7,0,0,0
0.94,7,0,0,0
0.96,7,0,0,0
0.98,7,0,0,0
1,7,0,0,0
1.02,7,0,0,14.036
1.04,7,1,0,14.036
1.06,7,1,0,0
1.08,7,1,0,0
1.1,7,1,0,0
1.12,7,1,0,0
1.14,7,1,0,0
1.16,7,1,0,0
1.18,7,1,0,0
1.2,7,1,0,0
1.22,7,1,0,0
1.24,7,1,0,0
1.26,7,1,0,0
1.28,7,1,0,0
1.3,7,1,0,14.036
1.32,7,2,0,14.036
1.34,7,2,0,0
1.36,7,2,0,0
1.38,7,2,0,14.036
1.4,7,3,0,26.565
1.42,7,4,0,14.036
1.44,7,4,0,14.036
1.46,7,5,0,14.036
1.48,7,5,0,0
1.5,7,5,0,0
1.52,7,5,0,14.036
1.54,7,6,0,14.036
1.56,7,6,14.036,0
1.58,8,6,14.036,14.036
1.6,8,7,14.036,26.565
1.62,9,8,26.565,14.036
1.64,10,8,26.565,26.565
1.66,11,10,26.565,36.87
1.68,12,11,36.87,36.87
1.7,14,13,45,36.87
1.72,16,14,45,36.87
1.74,18,16,36.87,45
1.76,19,18,36.87,45
1.78,21,20,45,45
1.8,23,22,45,45
1.82,25,24,51.34,45
1.84,28,26,51.34,45
1.86,30,28,45,45
1.88,32,30,51.34,51.34
1.9,35,33,51.34,56.31
1.92,37,36,51.34,51.34
1.94,40,38,60.255,56.31
1.96,44,42,60.255,60.255
