0,0,0,0,0
0.02,582,582,89.606,89.606
0.04,582,582,0,0
0.06,582,582,0,0
0.08,582,582,0,0
0.1,582,582,0,0
0.12,582,582,0,0
0.14,582,582,0,0
0.16,582,582,0,0
0.18,582,582,0,0
0.2,582,582,0,0
0.22,582,582,0,0
0.24,582,582,0,0
0.26,582,582,0,0
0.28,582,582,0,0
0.3,582,582,0,0
0.32,582,582,0,0
0.34,582,582,0,0
0.36,582,582,0,0
0.38,582,582,0,0
0.4,582,582,0,165.96
0.42,582,581,0,165.96
0.44,582,581,0,0
0.46,582,581,0,0
0.48,582,581,0,0
0.5,582,581,0,165.96
0.52,582,580,0,165.96
0.54,582,580,0,165.96
0.56,582,579,0,165.96
0.58,582,579,0,0
0.6,582,579,0,0
0.62,582,579,0,0
0.64,582,579,165.96,0
0.66,581,579,165.96,0
0.68,581,579,0,0
0.7,581,579,0,0
0.72,581,579,165.96,0
0.74,580,579,165.96,0
0.76,580,579,0,165.96
0.78,580,578,0,165.96
0.8,580,578,0,0
0.82,580,578,0,0
0.84,580,578,0,165.96
0.86,580,577,0,165.96
0.88,580,577,0,0
0.9,580,577,0,0
0.92,580,577,0,0
0.94,580,577,0,0
0.96,580,577,0,0
0.98,580,577,0,0
1,580,577,0,0
1.02,580,577,0,0
1.04,580,577,0,0
1.06,580,577,0,0
1.08,580,577,0,0
1.1,580,577,0,0
1.12,580,577,0,0
1.14,580,577,0,0
1.16,580,577,0,0
1.18,580,577,165.96,0
1.2,579,577,165.96,0
1.22,579,577,0,0
1.24,579,577,0,0
1.26,579,577,0,0
1.28,579,577,0,0
1.3,579,577,0,0
1.32,579,577,165.96,0
1.34,578,577,165.96,0
1.36,578,577,0,0
1.38,578,577,165.96,0
1.4,577,577,153.43,0
1.42,576,577,165.96,0
1.44,576,577,165.96,0
1.46,575,577,165.96,0
1.48,575,577,165.96,0
1.5,574,577,165.96,0
1.52,574,577,0,0
1.54,574,577,0,0
1.56,574,577,0,0
1.58,574,577,0,0
1.6,574,577,0,0
1.62,574,577,0,0
1.64,574,577,0,0
1.66,574,577,0,0
1.68,574,577,0,0
1.7,574,577,0,0
1.72,574,577,0,0
1.74,574,577,0,0
1.76,574,577,0,0
1.78,574,577,0,0
1.8,574,577,0,0
1.82,574,577,0,0
1.84,574,577,0,0
1.86,574,577,0,0
1.88,574,577,0,0
1.9,574,577,0,0
1.92,574,577,0,0
1.94,574,577,0,0
1.96,574,577,0,0
1.98,574,577,0,0
2,574,577,0,0
2.02,574,577,0,0
2.04,574,577,0,0
2.06,574,577,0,0
2.08,574,577,0,0
2.1,574,577,0,0
2.12,574,577,0,0
