0,0,0,0,0
0.02,284,287,89.193,89.202
0.04,284,287,0,0
0.06,284,287,0,0
0.08,284,287,0,0
0.1,284,287,0,0
0.12,284,287,0,0
0.14,284,287,0,0
0.16,284,287,0,0
0.18,284,287,0,0
0.2,284,287,0,0
0.22,284,287,0,0
0.24,284,287,0,0
0.26,284,287,0,0
0.28,284,287,0,0
0.3,284,287,0,0
0.32,284,287,0,0
0.34,284,287,0,0
0.36,284,287,0,0
0.38,284,287,0,0
0.4,284,287,0,0
0.42,284,287,0,0
0.44,284,287,0,0
0.46,284,287,0,0
0.48,284,287,0,0
0.5,284,287,0,0
0.52,284,287,0,0
0.54,284,287,0,0
0.56,284,287,0,0
0.58,284,287,0,0
0.6,284,287,0,0
0.62,284,287,0,0
0.64,284,287,0,0
0.66,284,287,0,0
0.68,284,287,0,0
0.7,284,287,0,0
0.72,284,287,0,0
0.74,284,287,0,0
0.76,284,287,0,0
0.78,284,287,0,0
0.8,284,287,0,0
0.82,284,287,0,0
0.84,284,287,0,0
0.86,284,287,0,0
0.88,284,287,0,0
0.9,284,287,0,0
0.92,284,287,0,0
0.94,284,287,0,0
0.96,284,287,0,0
0.98,284,287,0,0
1,284,287,0,0
1.02,284,287,0,0
1.04,284,287,0,0
1.06,284,287,0,0
1.08,284,287,0,0
1.1,284,287,0,0
1.12,284,287,0,0
1.14,284,287,0,0
1.16,284,287,0,0
1.18,284,287,0,0
1.2,284,287,0,0
1.22,284,287,0,0
1.24,284,287,0,0
1.26,284,287,0,0
1.28,284,287,0,0
1.3,284,287,0,0
1.32,284,287,0,0
1.34,284,287,0,0
1.36,284,287,0,0
1.38,284,287,0,0
1.4,284,287,0,0
1.42,284,287,0,0
1.44,284,287,0,0
1.46,284,287,0,0
1.48,284,287,0,0
1.5,284,287,0,0
1.52,284,287,0,0
1.54,284,287,0,0
1.56,284,287,0,0
1.58,284,287,0,0
1.6,284,287,0,0
1.62,284,287,0,0
1.64,284,287,0,0
1.66,284,287,0,0
1.68,284,287,0,0
1.7,284,287,0,0
1.72,284,287,0,0
1.74,284,287,0,0
1.76,284,287,0,0
1.78,284,287,0,0
1.8,284,287,0,0
1.82,284,287,0,0
1.84,284,287,0,0
1.86,284,287,0,0
1.88,284,287,0,0
1.9,284,287,0,0
1.92,284,287,0,0
1.94,284,287,0,0
1.96,284,287,0,0
1.98,284,287,0,0
2,284,287,0,0
2.02,284,287,0,0
2.04,284,287,0,0
2.06,284,287,0,0
2.08,284,287,0,0
2.1,284,287,0,0
2.12,284,287,0,0
2.14,284,287,0,0
2.16,284,287,0,0
2.18,284,287,0,0
2.2,284,287,0,0
2.22,284,287,0,0
2.24,284,287,0,0
2.26,284,287,0,0
2.28,284,287,0,0
2.3,284,287,0,0
2.32,284,287,0,0
2.34,284,287,0,0
2.36,284,287,0,165.96
2.38,284,286,0,165.96
2.4,284,286,0,0
